AuthenticProd_id,Brand,Product_Name,Gender,Color,Size,Absorb,other,Count,Pack,Count_pack,EAN,Image,Max_price,Min_price,Product_Name_full,Slug,UPC,MasterProduct_id,AuthenticProd_id,Family_ID,Amazon,Amazon Canada,Amazon Prime Pantry,Bed Bath And Beyond,Bjs,Boxed,CVS,Costco,Costco Canada,Dollar General,HEB,Instacart,Kroger,Rakuten,Sam's Club,Target,Walgreens,Walmart,Walmart Canada
3963,depend,fit-flex underwear,men,GREY,S/M,MAXIMUM,42 ct,42,1,42 ct,0036000436167,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/45/1484845.jpg,35.09,0.00,Depend Fit-Flex Underwear for Men Grey S/M 42 ct,depend-fit-flex-underwear-for-men-grey-s-m-42-ct,036000438703,1484845,3963,17633,26.99,35.09,26.99,,,,,,,,,,,,,,,,
155740,depend,real fit briefs,men,GREY,S/M,MAXIMUM,3 ct,3,1,3 ct,0036000308143,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/34/2102134.jpg,19.99,14.99,Depend Real Fit Briefs for Men Grey S/M 3 ct,depend-real-fit-for-men-incontinence-briefs-maximum-absorbency-small-medium-3-count,036000308143,2102134,155740,20834,,,,,,,,,,,,,,14.99,,,,,
3965,depend,fit-flex underwear,women,BEIGE,L,MODERATE,19 ct 4 pack,19,4,19 ct 4 Pack,,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/49/2102149.jpg,49.96,49.96,Depend Fit-Flex Underwear for Women Moderate Beige L 19 ct 4 Pack,depend-fit-flex-incontinence-underwear-for-women-moderate-absorbency-19-count-pack-of-4,036000385366,2102149,3965,17633,49.96,,,,,,,,,,,,,,,,,,
3964,depend,fit-flex underwear,women,BEIGE,S/M,MODERATE,21 ct 4 pack,21,4,21 ct 4 Pack,,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/60/2102160.jpg,59.15,39.99,Depend Fit-Flex Underwear for Women Moderate Beige S/M 21 ct 4 Pack,depend-fit-flex-incontinence-underwear-for-women-moderate-absorbency-21-count-pack-of-4,036000385359,2102160,3964,17633,57.96,,,,,,,,,,,,,65.59,,,,,
3965,depend,fit-flex underwear,women,BEIGE,L,MODERATE,19 ct,19,1,19 ct,,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/83/2103683.jpg,30.55,0.00,Depend Fit-Flex Underwear for Women Moderate Beige L 19 ct,depend-fit-flex-underwear-for-women-moderate-beige-l-19-ct,036000385366,2103683,3965,17633,,13.98,,,,,,,,,,,,,,,14.49,,
3963,depend,fit-flex underwear,men,GREY,S/M,MAXIMUM,19 ct,19,1,19 ct,3600038533,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/86/2103786.jpg,25.82,0.00,Depend Fit-Flex Underwear for Men Grey S/M 19 ct,depend-fit-flex-underwear-for-men-grey-s-m-19-ct,036000385335,2103786,3963,17633,,,,11.59,,,14.99,,,12.25,,,11.99,,,11.99,,,
4126,depend,protection with tabs,Unisex,,S/M,MAXIMUM,20 ct 2 pack,20,2,20 ct 2 Pack,,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/63/2104363.jpg,39.06,39.06,Depend Protection with Tabs S/M 20 ct 2 Pack,depend-protection-with-tabs-small-medium-maximum-absorbency-20-count-package-2-pack,036000197402,2104363,4126,2910,44.3,,,,,,,,,,,,,,,,,,
141,depend,real fit briefs,men,GREY,L/XL,MAXIMUM,18 ct,18,1,18 ct,3600033992,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/26/2448526.jpg,30.10,16.48,Depend Real Fit Briefs for Men Grey L/XL 18 ct,depend-real-fit-briefs-for-men-grey-l-xl-18-ct,036000339925,2448526,141,20834,31.16,29.99,,,,,19.99,,,,,,,,,,19.99,31.15,
4127,depend,protection with tabs,Unisex,,L,MAXIMUM,16 ct 4 pack,16,4,16 ct 4 Pack,,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/41/2719041.jpg,80.02,64.46,Depend Protection with Tabs L 16 ct 4 Pack,depend-fitted-briefs-size-large-35-49-waist-case-of-64,,2719041,4127,2910,82.84,,,,,,,,,,,,,,,,,,
4126,depend,protection with tabs,Unisex,,S/M,MAXIMUM,20 ct 4 pack,20,4,20 ct 4 Pack,,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/52/2797552.jpg,80.11,72.47,Depend Protection with Tabs S/M 20 ct 4 Pack,depend-protection-with-tabs-s-m-20-ct-4-pack,036000197402,2797552,4126,2910,80.36,,,,,,,,,,,,,,,,,,
157151,depend,fit-flex underwear,women,BEIGE,L,MAXIMUM,28 ct,28,1,28 ct,0003600012537,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/80/2867580.jpg,32.99,0.00,Depend Fit-Flex Underwear for Women Maximum Beige L 28 ct,depend-fit-flex-underwear-for-women-maximum-beige-l-28-ct,036000125375,2867580,157151,17633,17.76,24.24,,,,,19.79,,,18.95,16.74,,17.99,,,18.99,19.49,17.76,
3963,depend,fit-flex underwear,men,GREY,S/M,MAXIMUM,32 ct,32,1,32 ct,0003600012539,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/82/2867582.webp,32.99,0.00,Depend Fit-Flex Underwear for Men Grey S/M 32 ct,depend-fit-flex-underwear-for-men-grey-s-m-32-ct,036000125399,2867582,3963,17633,18.94,24.24,,,,,19.79,,,,18.94,,17.99,,,18.99,19.49,18.94,
3964,depend,fit-flex underwear,women,BEIGE,S/M,MODERATE,19 ct 4 pack,19,4,19 ct 4 Pack,0036000367058,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/21/3072121.jpg,64.51,39.99,Depend Fit-Flex Underwear for Women Moderate Beige S/M 19 ct 4 Pack,depend-underwear-for-women-moderate-absorbency-economy-plus-pack-small-medium-76-count,,3072121,3964,17633,44.99,64.51,,,,,,,,,,,,,,,,,
3963,depend,fit-flex underwear,men,GREY,S/M,MAXIMUM,80 ct,80,1,80 ct,,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/74/3412174.jpg,59.95,42.99,Depend Fit-Flex Underwear for Men Grey S/M 80 ct,depend-fit-flex-underwear-for-men-grey-s-m-80-ct,036000464986,3412174,3963,17633,,,,,42.99,,,,,,,,,,,,,,
4127,depend,protection with tabs,Unisex,,L,MAXIMUM,16 ct 3 pack,16,3,16 ct 3 Pack,,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/77/3745077.jpg,44.99,0.00,Depend Protection with Tabs L 16 ct 3 Pack,depend-protection-with-tabs-l-16-ct-3-pack,492450103903,3745077,4127,2910,43.41,,,,,,,,,,,,,,,44.99,,,
157150,depend,fit-flex underwear,women,BEIGE,XL,MAXIMUM,52 ct,52,1,52 ct,,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/36/3997336.jpg,54.97,37.77,Depend Fit-Flex Underwear for Women Maximum Beige XL 52 ct,depend-fit-flex-underwear-for-women-maximum-beige-xl-52-ct,036000134087,3997336,157150,17633,,,,,,,,,,,,,,,37.78,,,,
3965,depend,fit-flex underwear,women,BEIGE,L,MODERATE,68 ct,68,1,68 ct,3600036706,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/10/4072710.jpg,58.49,0.00,Depend Fit-Flex Underwear for Women Moderate Beige L 68 ct,depend-fit-flex-underwear-for-women-moderate-beige-l-68-ct,036000367065,4072710,3965,17633,39.99,58.49,,,,,46.99,,,,,,,,,,44.99,39.99,
155737,depend,silhouette briefs,women,LAVENDER,S/M,MAXIMUM,28 ct 2 pack,28,2,28 ct 2 Pack,,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/68/4272768.jpg,55.98,52.04,Depend Silhouette Briefs for Women Lavender S/M 28 ct 2 Pack,depend-depend-silhouette-for-women-s-m-briefs-28-count-2-pack,036000465822,4272768,155737,20835,,,,,,,,,,,,,,,,,,52.04,
3963,depend,fit-flex underwear,men,GREY,S/M,MAXIMUM,84 ct,84,1,84 ct,,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/29/5163529.jpg,46.99,42.98,Depend Fit-Flex Underwear for Men Grey S/M 84 ct,depend-fit-flex-underwear-for-men-grey-s-m-84-ct,036000469721,5163529,3963,17633,,,,,42.99,,,,,,,,,,,,,,
157150,depend,fit-flex underwear,women,BEIGE,XL,MAXIMUM,72 ct,72,1,72 ct,,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/39/5163539.jpg,44.99,42.99,Depend Fit-Flex Underwear for Women Maximum Beige XL 72 ct,depend-fit-flex-underwear-for-women-maximum-beige-xl-72-ct,036000465006,5163539,157150,17633,,,,,42.99,,,,,,,,,,,,,,
157151,depend,fit-flex underwear,women,BEIGE,L,MAXIMUM,76 ct,76,1,76 ct,,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/61/5163561.jpg,139.89,42.98,Depend Fit-Flex Underwear for Women Maximum Beige L 76 ct,depend-fit-flex-underwear-for-women-maximum-beige-l-76-ct,036000464979,5163561,157151,17633,,,,,42.99,,,,,,,,,71.65,,,,,
140,depend,bed protectors,Unisex,,One size fits all,OVERNIGHT,ct,12,1,12 ct,0003600046961,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/23/6420323.jpg,31.29,11.97,Depend Bed Protectors 12 ct,depend-bed-protectors-12-ct,036000469615,6420323,140,2910,,14.77,,,,,,,,,11.97,,,,,,,,
3964,depend,fit-flex underwear,women,BEIGE,S/M,MODERATE,76 ct,76,1,76 ct,3600036705,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/27/682727.jpg,54.99,38.24,Depend Fit-Flex Underwear for Women Moderate Beige S/M 76 ct,depend-fit-flex-underwear-for-women-moderate-beige-s-m-76-ct,036000367058,682727,3964,17633,,,,,,,,,,,,,,,,44.99,44.99,44.99,
157150,depend,fit-flex underwear,women,BEIGE,XL,MAXIMUM,26 ct,26,1,26 ct,0003600013406,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/28/682728.webp,24.24,0.00,Depend Fit-Flex Underwear for Women Maximum Beige XL 26 ct,depend-fit-flex-underwear-for-women-maximum-beige-xl-26-ct,036000134063,682728,157150,17633,17.76,24.24,,,,,19.79,,,,16.68,,,,,18.99,19.49,,
143,depend,guards,men,,One size fits all,MAXIMUM,52 ct 2 pack,52,2,52 ct 2 Pack,,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/47/682747.jpg,97.00,0.00,Depend Guards for Men 52 ct 2 Pack,depend-guards-for-men-52-ct-2-pack,036000469639,682747,143,2910,24.56,,,,,,,,,,,13.29,,,,,,,
4128,depend,real fit briefs,men,BLUE,S/M,MAXIMUM,56 ct,56,1,56 ct,36000359442,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/19/682819.jpg,59.99,0.00,Depend Real Fit Briefs for Men Blue S/M 56 ct,depend-real-fit-briefs-for-men-blue-s-m-56-ct,036000366389,682819,4128,20834,52.15,,,,50.99,,59.99,,,,,,,,,,56.99,52.15,
142,depend,silhouette briefs,women,BEIGE,L/XL,MAXIMUM,18 ct,18,1,18 ct,3600033994,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/70/682870.jpg,29.99,0.00,Depend Silhouette Briefs for Women Beige L/XL 18 ct,depend-silhouette-briefs-for-women-beige-l-xl-18-ct,036000339949,682870,142,20835,,29.99,,,,,19.99,,,,16.48,,,,,18.99,19.99,17.76,
4126,depend,protection with tabs,Unisex,,S/M,MAXIMUM,20 ct 3 pack,20,3,20 ct 3 Pack,,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/10/690010.jpg,51.48,0.00,Depend Protection with Tabs S/M 20 ct 3 Pack,depend-protection-with-tabs-s-m-20-ct-3-pack,492450103910,690010,4126,2910,,,,,,,,,,,,,,,,44.99,,,
155734,depend,silhouette active fit briefs,women,LAVENDER,S/M,MODERATE,60 ct,60,1,60 ct,36000465716,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/45/7269745.jpg,69.99,0.00,Depend Silhouette Active Fit Briefs for Women Lavender S/M 60 ct,depend-silhouette-active-fit-briefs-for-women-lavender-s-m-60-ct,036000465716,7269745,155734,39809,55.0,54.77,,,59.99,,69.99,,,,,,,,,55.99,62.99,55.0,
2588,depend,adjustable underwear,Unisex,,L/XL,MAXIMUM,16 ct,16,1,16 ct,,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/63/7269763.jpg,43.26,0.00,Depend Adjustable Underwear L/XL 16 ct,depend-adjustable-underwear-l-xl-16-ct,03600019184,7269763,2588,2910,14.99,43.26,,,,,,,,,,,11.99,,,,,,
157150,depend,fit-flex underwear,women,BEIGE,XL,MAXIMUM,15 ct,15,1,15 ct,0003600038532,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/78/765578.webp,15.49,0.00,Depend Fit-Flex Underwear for Women Maximum Beige XL 15 ct,depend-fit-flex-underwear-for-women-maximum-beige-xl-15-ct,036000385328,765578,157150,17633,13.99,14.77,,11.59,,,14.99,,,12.25,,,11.99,,,11.99,14.49,,
3964,depend,fit-flex underwear,women,BEIGE,S/M,MODERATE,21 ct,21,1,21 ct,3600038535,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/00/765600.jpg,25.64,0.00,Depend Fit-Flex Underwear for Women Moderate Beige S/M 21 ct,depend-fit-flex-underwear-for-women-moderate-beige-s-m-21-ct,036000385359,765600,3964,17633,,14.77,,11.59,,,14.99,,,,,,,,,,14.49,,
143,depend,guards,men,,One size fits all,MAXIMUM,52 ct,52,1,52 ct,3600013792,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/62/768162.jpg,19.99,0.00,Depend Guards for Men 52 ct,depend-guards-for-men-52-ct,036000137927,768162,143,2910,,14.77,,11.59,,,13.49,,,12.25,11.17,13.29,11.99,,,11.99,14.99,11.68,
157151,depend,fit-flex underwear,women,BEIGE,L,MAXIMUM,17 ct,17,1,17 ct,0003600038531,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/69/768169.jpg,22.12,0.00,Depend Fit-Flex Underwear for Women Maximum Beige L 17 ct,depend-fit-flex-underwear-for-women-maximum-beige-l-17-ct,036000385311,768169,157151,17633,,,,,,,14.99,,,,,,11.99,,,11.99,14.49,,
145,depend,shields,men,,One size fits all,MODERATE,58 ct,58,1,58 ct,3600035641,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/74/768174.jpg,32.03,0.00,Depend Shields for Men 58 ct,depend-shields-for-men-58-ct,036000356410,768174,145,2910,11.68,14.77,11.68,,,,13.49,,,,,,11.99,,,11.99,14.99,11.68,
3961,depend,silhouette active fit briefs,women,BEIGE,S/M,MODERATE,60 ct,60,1,60 ct,3600042588,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/75/768175.jpg,72.47,0.00,Depend Silhouette Active Fit Briefs for Women Beige S/M 60 ct,depend-silhouette-active-fit-briefs-for-women-beige-s-m-60-ct,036000425871,768175,3961,39809,56.97,72.47,,,55.99,,66.49,,,,,,,,,59.99,59.99,56.97,
3963,depend,fit-flex underwear,men,GREY,S/M,MAXIMUM,60 ct,60,1,60 ct,3600036707,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/79/768179.jpg,50.00,0.00,Depend Fit-Flex Underwear for Men Grey S/M 60 ct,depend-fit-flex-underwear-for-men-grey-s-m-60-ct,036000367072,768179,3963,17633,38.84,50.0,38.84,,,,41.99,,,,,,,,,38.99,39.99,38.84,
157151,depend,fit-flex underwear,women,BEIGE,L,MAXIMUM,38 ct,38,1,38 ct,3600043765,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/81/768181.jpg,55.00,0.00,Depend Fit-Flex Underwear for Women Maximum Beige L 38 ct,depend-fit-flex-underwear-for-women-maximum-beige-l-38-ct,036000437652,768181,157151,17633,,,,,,,26.49,,,,,,,,,25.49,,,
138,depend,silhouette active fit briefs,women,LAVENDER,L/XL,MODERATE,56 ct,56,1,56 ct,36000465730,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/23/768323.jpg,69.99,0.00,Depend Silhouette Active Fit Briefs for Women Lavender L/XL 56 ct,depend-silhouette-active-fit-briefs-for-women-lavender-l-xl-56-ct,036000425918,768323,138,39809,,,,,,,69.99,,,,,,,,,,64.99,64.99,
142,depend,silhouette briefs,women,BEIGE,L/XL,MAXIMUM,52 ct,52,1,52 ct,3600036636,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/24/768324.jpg,77.99,0.00,Depend Silhouette Briefs for Women Beige L/XL 52 ct,depend-silhouette-briefs-for-women-beige-l-xl-52-ct,036000366365,768324,142,20835,42.99,77.99,,,54.99,,63.79,,,,,,,,,,59.99,,
157150,depend,fit-flex underwear,women,BEIGE,XL,MAXIMUM,48 ct,48,1,48 ct,3600036704,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/32/768332.jpg,49.99,0.00,Depend Fit-Flex Underwear for Women Maximum Beige XL 48 ct,depend-fit-flex-underwear-for-women-maximum-beige-xl-48-ct,036000367041,768332,157150,17633,39.99,44.77,,,,,49.99,,,,,,,,,39.99,39.99,,
144,depend,night defense underwear,women,BEIGE,XL,MAXIMUM,12 ct,12,1,12 ct,0003600045591,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/35/768335.jpg,28.99,0.00,Depend Night Defense Underwear for Women Beige XL 12 ct,depend-night-defense-underwear-for-women-beige-xl-12-ct,036000455915,768335,144,39808,,14.77,,,,,13.49,,,,11.12,,,,,11.99,,11.68,
157151,depend,fit-flex underwear,women,BEIGE,L,MAXIMUM,52 ct,52,1,52 ct,3600036703,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/42/768342.jpg,44.77,34.66,Depend Fit-Flex Underwear for Women Maximum Beige L 52 ct,depend-fit-flex-underwear-for-women-maximum-beige-l-52-ct,036000367034,768342,157151,17633,35.49,50.0,,,,,39.99,,,,,,,,,35.49,39.99,,
141,depend,real fit briefs,men,GREY,L/XL,MAXIMUM,52 ct,52,1,52 ct,3600036639,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/44/768344.jpg,77.99,0.00,Depend Real Fit Briefs for Men Grey L/XL 52 ct,depend-real-fit-briefs-for-men-grey-l-xl-52-ct,036000359459,768344,141,20834,54.99,77.99,,,,,61.99,,,,,,,,,54.99,59.99,,
155740,depend,real fit briefs,men,GREY,S/M,MAXIMUM,20 ct,20,1,20 ct,3600033995,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/46/768346.jpg,39.14,9.74,Depend Real Fit Briefs for Men Grey S/M 20 ct,depend-real-fit-briefs-for-men-grey-s-m-20-ct,036000339956,768346,155740,20834,30.47,,,,,,19.99,,,,16.48,,,,,,19.99,,
2589,depend,adjustable underwear,Unisex,,S/M,MAXIMUM,18 ct,18,1,18 ct,0003600019183,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/23/799123.jpg,847.26,0.00,Depend Adjustable Underwear S/M 18 ct,depend-adjustable-underwear-s-m-18-ct,036000191837,799123,2589,2910,,50.74,,,,,,,,,,,,,,,,,
2588,depend,adjustable underwear,Unisex,,L/XL,MAXIMUM,16 ct 4 pack,16,4,16 ct 4 Pack,,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/93/799193.jpeg,65.71,43.88,Depend Adjustable Underwear L/XL 16 ct 4 Pack,depend-adjustable-underwear-large-x-large-64-ct,036000191844,799193,2588,2910,,,,,,,,,,,,,,,,,,43.88,
4125,depend,night defense underwear,women,BEIGE,L,MAXIMUM,30 ct,30,1,30 ct,3600046340,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/27/799427.jpg,34.99,0.00,Depend Night Defense Underwear for Women Beige L 30 ct,depend-night-defense-underwear-for-women-beige-l-30-ct,036000463408,799427,4125,39808,24.8,,,,23.99,,26.99,,,,,,,,24.98,24.99,24.99,,
4126,depend,protection with tabs,Unisex,,S/M,MAXIMUM,20 ct,20,1,20 ct,36000354560,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/70/799470.jpg,45.99,0.00,Depend Protection with Tabs S/M 20 ct,depend-protection-with-tabs-s-m-20-ct,036000197402,799470,4126,2910,23.38,,,,,,45.99,,,,,,,,,,15.89,15.89,
144,depend,night defense underwear,women,BEIGE,XL,MAXIMUM,26 ct,26,1,26 ct,3600046339,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/29/809829.jpg,34.99,0.00,Depend Night Defense Underwear for Women Beige XL 26 ct,depend-night-defense-underwear-for-women-beige-xl-26-ct,036000463392,809829,144,39808,26.07,34.99,,,23.99,,26.99,20.99,,,,,,,,24.99,,26.07,
4127,depend,protection with tabs,Unisex,,L,MAXIMUM,16 ct,16,1,16 ct,36000354584,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/31/809831.jpg,54.35,0.00,Depend Protection with Tabs L 16 ct,depend-protection-with-tabs-l-16-ct,036000193176,809831,4127,2910,,13.98,,,,,45.99,,,,,,,54.35,,,15.89,14.47,
145,depend,shields,men,,One size fits all,MODERATE,58 ct 3 pack,58,3,58 ct 3 Pack,,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/32/860532.jpg,129.99,0.00,Depend Shields for Men 58 ct 3 Pack,depend-shields-for-men-58-ct-3-pack,,860532,145,2910,35.04,,,,,,,,,,,,,52.95,,,,,
3962,depend,silhouette briefs,women,BLACK,S/M,MAXIMUM,56 ct,56,1,56 ct,36000359428,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/56/884756.jpg,73.47,0.00,Depend Silhouette Briefs for Women Black S/M 56 ct,depend-silhouette-briefs-for-women-black-s-m-56-ct,036000366402,884756,3962,20835,51.63,73.47,,,50.99,,59.99,,,,,,,,,51.99,56.99,51.63,
159935,depend,fit-flex underwear,women,BEIGE,M,MAXIMUM,18 ct,18,1,18 ct,36000479324,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/99/9087799.jpg,16.99,11.69,Depend Fit-Flex Underwear for Women Maximum Beige M 18 ct,depend-fit-flex-underwear-for-women-maximum-beige-m-18-ct,036000479324,9087799,159935,17633,,13.98,,,,,14.99,,,12.25,,,,,,11.99,14.49,11.97,
4125,depend,night defense underwear,women,BEIGE,L,MAXIMUM,14 ct,14,1,14 ct,0003600045599,https://s3-us-west-2.amazonaws.com/smartcommerce.co/images_pms/03/909703.jpg,14.99,0.00,Depend Night Defense Underwear for Women Beige L 14 ct,depend-night-defense-underwear-for-women-beige-l-14-ct,036000455991,909703,4125,39808,,14.77,,,,,13.49,,,,11.12,,11.99,,,11.69,14.49,11.68,
